07/03/2023 15:10,989.99
07/03/2023 15:25,990.59
07/03/2023 15:40,990.63
07/03/2023 15:55,990.53
07/03/2023 16:10,990.37
07/03/2023 16:25,990.29
07/03/2023 16:40,990.37
07/03/2023 16:55,990.32
07/03/2023 17:10,990.32
07/03/2023 17:25,990.3
07/03/2023 17:40,990.2
07/03/2023 17:55,990.23
07/03/2023 18:10,990.21
07/03/2023 18:25,990.32
07/03/2023 18:40,990.38
07/03/2023 18:55,990.45
07/03/2023 19:10,990.46
07/03/2023 19:25,990.41
07/03/2023 19:40,990.36
07/03/2023 19:55,990.35
07/03/2023 20:10,990.37
07/03/2023 20:25,990.3
07/03/2023 20:40,990.27
07/03/2023 20:55,990.28
07/03/2023 21:10,990.22
07/03/2023 21:25,990.28
07/03/2023 21:40,990.24
07/03/2023 21:55,990.21
07/03/2023 22:10,990.24
07/03/2023 22:25,990.3
07/03/2023 22:40,990.16
07/03/2023 22:55,990.11
07/03/2023 23:10,990.06
07/03/2023 23:25,989.97
07/03/2023 23:40,989.97
07/03/2023 23:55,989.92
08/03/2023 00:10,989.75
08/03/2023 00:25,989.75
08/03/2023 00:40,989.64
08/03/2023 00:55,989.62
08/03/2023 01:10,989.52
08/03/2023 01:25,989.39
08/03/2023 01:40,989.32
08/03/2023 01:55,989.12
08/03/2023 02:10,989.1
08/03/2023 02:25,988.92
08/03/2023 02:40,988.77
08/03/2023 02:55,988.74
08/03/2023 03:10,988.51
08/03/2023 03:25,988.46
08/03/2023 03:40,988.43
08/03/2023 03:55,988.41
08/03/2023 04:10,988.4
08/03/2023 04:25,988.25
08/03/2023 04:40,988.06
08/03/2023 04:55,987.98
08/03/2023 05:10,987.98
08/03/2023 05:25,988.08
08/03/2023 05:40,988
08/03/2023 05:55,987.97
08/03/2023 06:10,987.98
08/03/2023 06:25,987.94
08/03/2023 06:40,988.04
08/03/2023 06:55,988.02
08/03/2023 07:10,988.06
08/03/2023 07:25,988.1
08/03/2023 07:40,988.01
08/03/2023 07:55,988.03
08/03/2023 08:10,988.11
08/03/2023 08:25,988.18
08/03/2023 08:40,988.26
08/03/2023 08:55,988.19
08/03/2023 09:10,988.21
08/03/2023 09:25,988.28
08/03/2023 09:40,988.26
08/03/2023 09:55,988.33
08/03/2023 10:10,988.37
08/03/2023 10:25,988.36
08/03/2023 10:40,988.23
08/03/2023 10:55,988.22
08/03/2023 11:10,988.18
08/03/2023 11:25,988.18
08/03/2023 11:40,988.1
08/03/2023 11:55,988.08
08/03/2023 12:10,988.03
08/03/2023 12:25,988.03
08/03/2023 12:40,988.04
08/03/2023 12:55,988.03
08/03/2023 13:10,988.01
08/03/2023 13:25,988.02
08/03/2023 13:40,987.87
08/03/2023 13:55,987.82
08/03/2023 14:10,987.72
08/03/2023 14:25,987.57
08/03/2023 14:40,987.51
08/03/2023 14:55,987.48
08/03/2023 15:10,987.39
08/03/2023 15:25,987.33
08/03/2023 15:40,987.29
08/03/2023 15:55,987.32
08/03/2023 16:10,987.31
08/03/2023 16:25,987.2
08/03/2023 16:40,987.22
08/03/2023 16:55,987.28
08/03/2023 17:10,987.39
08/03/2023 17:25,987.43
08/03/2023 17:40,987.59
08/03/2023 17:55,987.69
08/03/2023 18:10,987.77
08/03/2023 18:25,987.82
08/03/2023 18:40,988.01
08/03/2023 18:55,988.08
08/03/2023 19:10,988.12
08/03/2023 19:25,988.08
08/03/2023 19:40,988.22
08/03/2023 19:55,988.34
08/03/2023 20:10,988.47
08/03/2023 20:25,988.57
08/03/2023 20:40,988.63
08/03/2023 20:55,988.72
08/03/2023 21:10,988.77
08/03/2023 21:25,988.98
08/03/2023 21:40,989.14
08/03/2023 21:55,989.07
08/03/2023 22:10,989.02
08/03/2023 22:25,989.08
08/03/2023 22:40,989.09
08/03/2023 22:55,989.2
08/03/2023 23:10,989.11
08/03/2023 23:25,989.07
08/03/2023 23:40,989.23
08/03/2023 23:55,989.35
09/03/2023 00:10,989.42
09/03/2023 00:25,989.58
09/03/2023 00:40,989.54
09/03/2023 00:55,989.68
09/03/2023 01:10,989.53
09/03/2023 01:25,989.65
09/03/2023 01:40,989.72
09/03/2023 01:55,989.86
09/03/2023 02:10,989.83
09/03/2023 02:25,989.76
09/03/2023 02:40,989.7
09/03/2023 02:55,989.65
09/03/2023 03:10,989.78
09/03/2023 03:25,989.77
09/03/2023 03:40,989.85
09/03/2023 03:55,989.78
09/03/2023 04:10,989.87
09/03/2023 04:25,989.87
09/03/2023 04:40,989.87
09/03/2023 04:55,990
09/03/2023 05:10,989.93
09/03/2023 05:25,989.91
09/03/2023 05:40,989.95
09/03/2023 05:55,989.95
09/03/2023 06:10,990.06
09/03/2023 06:25,990
09/03/2023 06:40,990.1
09/03/2023 06:55,990.22
09/03/2023 07:10,990.14
09/03/2023 07:25,990.13
09/03/2023 07:40,990.17
09/03/2023 07:55,990.24
09/03/2023 08:10,990.38
09/03/2023 08:25,990.44
09/03/2023 08:40,990.29
09/03/2023 08:55,990.34
09/03/2023 09:10,990.36
09/03/2023 09:25,990.33
09/03/2023 09:40,990.45
09/03/2023 09:55,990.36
09/03/2023 10:10,990.38
09/03/2023 10:25,990.29
09/03/2023 10:40,990.26
09/03/2023 10:55,990.34
09/03/2023 11:10,990.3
09/03/2023 11:25,990.31
09/03/2023 11:40,990.19
09/03/2023 11:55,990.27
