File Version,Hardware Type,Model,Data Logger Name,Serial Number,Sample Rate,Total Alarms
1,4,EL-SIE-6+,EasyLog,2460e2015d28c007,900,0,

Channel Number,Channel Name,Channel Type
1,Temperature,1
2,Humidity,2
3,Pressure,3
4,Dew Point,4

Channel Number,Channel Name,Alarm Type,High Threshold,Low Threshold,Delay,Hold

Reading,Date / Time (UTC),Channel 1 (°C),Channel 2 (%RH),Channel 3 (hPA),Channel 4 (°C),
6654,2023/05/15 22:25:35,20.57,40.2,1014.77,6.57,
6655,2023/05/15 22:40:35,20.56,40.2,1014.73,6.56,
6656,2023/05/15 22:55:35,20.56,40.2,1014.74,6.56,
6657,2023/05/15 23:10:35,20.56,40.2,1014.77,6.56,
6658,2023/05/15 23:25:35,20.59,40.2,1014.84,6.59,
6659,2023/05/15 23:40:35,20.57,40.2,1014.91,6.57,
6660,2023/05/15 23:55:35,20.59,40.2,1014.91,6.59,
6661,2023/05/16 00:10:35,20.59,40.2,1014.95,6.59,
6662,2023/05/16 00:25:35,20.59,40.2,1014.92,6.59,
6663,2023/05/16 00:40:35,20.56,40.2,1014.84,6.56,
6664,2023/05/16 00:55:35,20.59,40.2,1014.86,6.59,
6665,2023/05/16 01:10:35,20.59,40.2,1014.65,6.59,
6666,2023/05/16 01:25:35,20.59,40.2,1014.60,6.59,
6667,2023/05/16 01:40:35,20.57,40.2,1014.52,6.57,
6668,2023/05/16 01:55:35,20.59,40.2,1014.60,6.59,
6669,2023/05/16 02:10:35,20.63,40.2,1014.58,6.63,
6670,2023/05/16 02:25:35,20.61,40.3,1014.47,6.64,
6671,2023/05/16 02:40:35,20.60,40.3,1014.40,6.63,
6672,2023/05/16 02:55:35,20.63,40.3,1014.33,6.66,
6673,2023/05/16 03:10:35,20.60,40.3,1014.24,6.63,
6674,2023/05/16 03:25:35,20.63,40.4,1014.30,6.70,
6675,2023/05/16 03:40:35,20.64,40.4,1014.12,6.71,
6676,2023/05/16 03:55:35,20.64,40.5,1014.04,6.74,
6677,2023/05/16 04:10:35,20.63,40.5,1014.05,6.73,
6678,2023/05/16 04:25:35,20.63,40.5,1014.17,6.73,
6679,2023/05/16 04:40:35,20.63,40.5,1014.06,6.73,
6680,2023/05/16 04:55:35,20.66,40.6,1013.96,6.80,
6681,2023/05/16 05:10:35,20.63,40.6,1013.92,6.77,
6682,2023/05/16 05:25:35,20.64,40.6,1014.02,6.78,
6683,2023/05/16 05:40:35,20.66,40.6,1014.12,6.80,
6684,2023/05/16 05:55:35,20.67,40.7,1013.99,6.84,
6685,2023/05/16 06:10:35,20.70,40.7,1014.18,6.87,
6686,2023/05/16 06:25:35,20.70,40.7,1014.20,6.87,
6687,2023/05/16 06:40:35,20.77,40.7,1014.21,6.93,
6688,2023/05/16 06:55:35,20.80,40.8,1014.34,6.99,
6689,2023/05/16 07:10:35,20.81,40.9,1014.27,7.04,
6690,2023/05/16 07:25:35,20.80,40.9,1014.21,7.03,
6691,2023/05/16 07:40:35,20.76,40.9,1014.30,6.99,
6692,2023/05/16 07:55:35,20.68,40.9,1014.47,6.92,
6693,2023/05/16 08:10:35,20.67,41.0,1014.45,6.95,
6694,2023/05/16 08:25:35,20.63,40.9,1014.43,6.88,
6695,2023/05/16 08:40:35,20.64,41.0,1014.37,6.92,
6696,2023/05/16 08:55:35,20.57,41.0,1014.44,6.86,
6697,2023/05/16 09:10:35,20.59,41.0,1014.60,6.88,
6698,2023/05/16 09:25:35,20.57,41.0,1014.66,6.86,
6699,2023/05/16 09:40:35,20.51,41.0,1014.62,6.80,
6700,2023/05/16 09:55:35,20.51,41.0,1014.60,6.80,
6701,2023/05/16 10:10:35,20.48,41.0,1014.59,6.78,
6702,2023/05/16 10:25:35,20.47,41.0,1014.61,6.77,
6703,2023/05/16 10:40:35,20.46,41.0,1014.53,6.76,
6704,2023/05/16 10:55:35,20.47,41.0,1014.56,6.77,
6705,2023/05/16 11:10:35,20.47,41.0,1014.51,6.77,
6706,2023/05/16 11:25:35,20.46,41.0,1014.50,6.76,
6707,2023/05/16 11:40:35,20.44,41.0,1014.45,6.74,
6708,2023/05/16 11:55:35,20.47,41.0,1014.39,6.77,
6709,2023/05/16 12:10:35,20.46,41.0,1014.34,6.76,
6710,2023/05/16 12:25:35,20.44,41.0,1014.44,6.74,
6711,2023/05/16 12:40:35,20.43,41.0,1014.44,6.73,
6712,2023/05/16 12:55:35,20.46,40.9,1014.35,6.72,
6713,2023/05/16 13:10:35,20.44,40.9,1014.52,6.71,
6714,2023/05/16 13:25:35,20.44,40.9,1014.57,6.71,
6715,2023/05/16 13:40:35,20.43,40.9,1014.66,6.70,
6716,2023/05/16 13:55:35,20.46,40.9,1014.70,6.72,
6717,2023/05/16 14:10:35,20.48,40.9,1014.70,6.74,
6718,2023/05/16 14:25:35,20.47,40.9,1014.83,6.73,
6719,2023/05/16 14:40:35,20.46,40.9,1014.85,6.72,
6720,2023/05/16 14:55:35,20.44,40.8,1014.84,6.67,
6721,2023/05/16 15:10:35,20.46,40.8,1014.84,6.69,
6722,2023/05/16 15:25:35,20.46,40.8,1014.86,6.69,
6723,2023/05/16 15:40:35,20.47,40.8,1015.07,6.70,
6724,2023/05/16 15:55:35,20.47,40.8,1015.21,6.70,
6725,2023/05/16 16:10:35,20.48,40.9,1015.34,6.74,
6726,2023/05/16 16:25:35,20.50,40.9,1015.37,6.76,
6727,2023/05/16 16:40:35,20.48,40.9,1015.42,6.74,
6728,2023/05/16 16:55:35,20.48,40.9,1015.44,6.74,
6729,2023/05/16 17:10:35,20.51,40.9,1015.39,6.77,
6730,2023/05/16 17:25:35,20.56,41.0,1015.61,6.85,
6731,2023/05/16 17:40:35,20.60,41.0,1015.81,6.88,
6732,2023/05/16 17:55:35,20.66,41.0,1016.01,6.94,
6733,2023/05/16 18:10:35,20.68,41.0,1016.05,6.96,
6734,2023/05/16 18:25:35,20.73,41.0,1016.18,7.00,
6735,2023/05/16 18:40:35,20.77,41.1,1016.32,7.07,
6736,2023/05/16 18:55:35,20.77,41.1,1016.41,7.07,
6737,2023/05/16 19:10:35,20.81,41.1,1016.59,7.11,
6738,2023/05/16 19:25:35,20.86,41.1,1016.50,7.16,
6739,2023/05/16 19:40:35,20.86,41.1,1016.58,7.16,
6740,2023/05/16 19:55:35,20.87,41.1,1016.70,7.16,
6741,2023/05/16 20:10:35,20.91,41.2,1016.81,7.24,
6742,2023/05/16 20:25:35,20.90,41.1,1016.87,7.19,
6743,2023/05/16 20:40:35,20.90,41.1,1017.15,7.19,
6744,2023/05/16 20:55:35,20.93,41.2,1017.43,7.25,
6745,2023/05/16 21:10:35,20.91,41.2,1017.61,7.24,
6746,2023/05/16 21:25:35,20.94,41.2,1017.64,7.26,
6747,2023/05/16 21:40:35,20.95,41.2,1017.78,7.27,
6748,2023/05/16 21:55:35,20.94,41.2,1017.81,7.26,
6749,2023/05/16 22:10:35,20.95,41.2,1017.93,7.27,
6750,2023/05/16 22:25:35,20.94,41.3,1018.09,7.30,
6751,2023/05/16 22:40:35,20.94,41.2,1018.20,7.26,
6752,2023/05/16 22:55:35,20.95,41.3,1018.33,7.31,
6753,2023/05/16 23:10:35,20.94,41.3,1018.35,7.30,
6754,2023/05/16 23:25:35,20.94,41.3,1018.38,7.30,
6755,2023/05/16 23:40:35,20.95,41.4,1018.46,7.34,
6756,2023/05/16 23:55:35,20.95,41.4,1018.58,7.34,
6757,2023/05/17 00:10:35,20.93,41.4,1018.64,7.32,
6758,2023/05/17 00:25:35,20.95,41.4,1018.69,7.34,
6759,2023/05/17 00:40:35,20.95,41.4,1018.60,7.34,
6760,2023/05/17 00:55:35,20.93,41.4,1018.61,7.32,
6761,2023/05/17 01:10:35,20.93,41.4,1018.66,7.32,
6762,2023/05/17 01:25:35,20.91,41.5,1018.65,7.34,
6763,2023/05/17 01:40:35,20.95,41.5,1018.76,7.38,
6764,2023/05/17 01:55:35,20.94,41.5,1018.68,7.37,
6765,2023/05/17 02:10:35,20.93,41.5,1018.68,7.36,
6766,2023/05/17 02:25:35,20.91,41.5,1018.62,7.34,
6767,2023/05/17 02:40:35,20.93,41.5,1018.63,7.36,
6768,2023/05/17 02:55:35,20.93,41.5,1018.65,7.36,
6769,2023/05/17 03:10:35,20.91,41.5,1018.62,7.34,
6770,2023/05/17 03:25:35,20.88,41.5,1018.49,7.31,
6771,2023/05/17 03:40:35,20.91,41.5,1018.56,7.34,
6772,2023/05/17 03:55:35,20.93,41.5,1018.57,7.36,
6773,2023/05/17 04:10:35,20.90,41.6,1018.55,7.37,
6774,2023/05/17 04:25:35,20.93,41.6,1018.49,7.39,
6775,2023/05/17 04:40:35,20.90,41.6,1018.53,7.37,
6776,2023/05/17 04:55:35,20.91,41.6,1018.55,7.38,
6777,2023/05/17 05:10:35,20.87,41.6,1018.75,7.34,
6778,2023/05/17 05:25:35,20.91,41.6,1018.86,7.38,
6779,2023/05/17 05:40:35,20.90,41.7,1019.01,7.40,
6780,2023/05/17 05:55:35,20.93,41.7,1019.15,7.43,
6781,2023/05/17 06:10:35,20.95,41.7,1019.13,7.45,
6782,2023/05/17 06:25:35,20.97,41.7,1019.26,7.47,
6783,2023/05/17 06:40:35,21.00,41.7,1019.41,7.49,
6784,2023/05/17 06:55:35,21.02,41.8,1019.41,7.55,
6785,2023/05/17 07:10:35,21.04,41.8,1019.30,7.56,
6786,2023/05/17 07:25:35,21.07,41.9,1019.43,7.63,
6787,2023/05/17 07:40:35,20.98,41.9,1019.44,7.54,
6788,2023/05/17 07:55:35,20.98,41.9,1019.44,7.54,
6789,2023/05/17 08:10:35,20.93,42.0,1019.39,7.54,
6790,2023/05/17 08:25:35,20.91,42.1,1019.40,7.55,
6791,2023/05/17 08:40:35,20.90,42.1,1019.37,7.54,
6792,2023/05/17 08:55:35,20.86,42.1,1019.50,7.51,
6793,2023/05/17 09:10:35,20.83,42.2,1019.51,7.51,
6794,2023/05/17 09:25:35,20.83,42.2,1019.46,7.51,
6795,2023/05/17 09:40:35,20.80,42.2,1019.44,7.49,
6796,2023/05/17 09:55:35,20.77,42.2,1019.22,7.46,
6797,2023/05/17 10:10:35,20.78,42.2,1019.17,7.47,
6798,2023/05/17 10:25:35,20.74,42.2,1019.10,7.43,
6799,2023/05/17 10:40:35,20.76,42.2,1019.06,7.45,
6800,2023/05/17 10:55:35,20.71,42.2,1018.95,7.41,
6801,2023/05/17 11:10:35,20.73,42.1,1018.89,7.39,
6802,2023/05/17 11:25:35,20.73,42.1,1018.80,7.39,
6803,2023/05/17 11:40:35,20.68,42.0,1018.76,7.31,
6804,2023/05/17 11:55:35,20.68,42.0,1018.75,7.31,
6805,2023/05/17 12:10:35,20.66,41.7,1018.57,7.19,
6806,2023/05/17 12:25:35,20.64,41.7,1018.50,7.17,
6807,2023/05/17 12:40:35,20.67,41.5,1018.46,7.13,
6808,2023/05/17 12:55:35,20.61,41.4,1018.54,7.04,
6809,2023/05/17 13:10:35,20.60,41.4,1018.49,7.03,
6810,2023/05/17 13:25:35,20.59,41.2,1018.45,6.95,
6811,2023/05/17 13:40:35,20.59,41.0,1018.40,6.88,
6812,2023/05/17 13:55:35,20.61,41.0,1018.28,6.89,
6813,2023/05/17 14:10:35,20.61,40.8,1018.22,6.82,
6814,2023/05/17 14:25:35,20.61,40.8,1018.17,6.82,
6815,2023/05/17 14:40:35,20.60,40.7,1018.20,6.78,
6816,2023/05/17 14:55:35,20.61,40.5,1018.21,6.72,
6817,2023/05/17 15:10:35,20.60,40.5,1018.03,6.71,
6818,2023/05/17 15:25:35,20.59,40.4,1017.97,6.66,
6819,2023/05/17 15:40:35,20.57,40.3,1017.99,6.61,
6820,2023/05/17 15:55:35,20.57,40.2,1018.01,6.57,
6821,2023/05/17 16:10:35,20.57,40.2,1017.95,6.57,
6822,2023/05/17 16:25:35,20.56,40.1,1017.96,6.53,
6823,2023/05/17 16:40:35,20.54,40.0,1017.90,6.47,
6824,2023/05/17 16:55:35,20.54,40.0,1017.89,6.47,
6825,2023/05/17 17:10:35,20.56,40.0,1017.87,6.49,
6826,2023/05/17 17:25:35,20.59,39.9,1017.77,6.48,
6827,2023/05/17 17:40:35,20.64,39.9,1017.88,6.53,
6828,2023/05/17 17:55:35,20.74,39.9,1017.93,6.62,
6829,2023/05/17 18:10:35,20.76,39.9,1017.85,6.63,
6830,2023/05/17 18:25:35,20.78,39.9,1017.79,6.65,
6831,2023/05/17 18:40:35,20.81,39.9,1017.86,6.68,
6832,2023/05/17 18:55:35,20.86,39.9,1017.91,6.72,
6833,2023/05/17 19:10:35,20.84,39.9,1017.91,6.70,
6834,2023/05/17 19:25:35,20.88,39.9,1017.94,6.74,
6835,2023/05/17 19:40:35,20.90,39.9,1017.95,6.76,
6836,2023/05/17 19:55:35,20.91,39.9,1017.91,6.77,
6837,2023/05/17 20:10:35,20.94,39.9,1017.92,6.79,
6838,2023/05/17 20:25:35,20.97,39.9,1017.92,6.82,
6839,2023/05/17 20:40:35,20.98,39.9,1018.06,6.83,
6840,2023/05/17 20:55:35,21.01,39.9,1018.02,6.86,
6841,2023/05/17 21:10:35,21.00,39.9,1018.03,6.85,
6842,2023/05/17 21:25:35,21.04,39.9,1018.00,6.88,
6843,2023/05/17 21:40:35,21.05,39.9,1017.98,6.89,
6844,2023/05/17 21:55:35,21.05,39.9,1017.94,6.89,
6845,2023/05/17 22:10:35,21.07,39.9,1018.02,6.91,
6846,2023/05/17 22:25:35,21.07,40.0,1018.02,6.95,
6847,2023/05/17 22:40:35,21.08,40.0,1017.92,6.96,
6848,2023/05/17 22:55:35,21.10,40.0,1017.85,6.97,
6849,2023/05/17 23:10:35,21.08,40.0,1017.77,6.96,
6850,2023/05/17 23:25:35,21.11,40.0,1017.87,6.98,
6851,2023/05/17 23:40:35,21.10,40.0,1017.87,6.97,
6852,2023/05/17 23:55:35,21.10,40.0,1017.87,6.97,
6853,2023/05/18 00:10:35,21.07,40.0,1017.80,6.95,
6854,2023/05/18 00:25:35,21.07,40.0,1017.63,6.95,
6855,2023/05/18 00:40:35,21.08,40.1,1017.54,6.99,
6856,2023/05/18 00:55:35,21.05,40.1,1017.53,6.96,
6857,2023/05/18 01:10:35,21.08,40.1,1017.48,6.99,
6858,2023/05/18 01:25:35,21.08,40.1,1017.44,6.99,
6859,2023/05/18 01:40:35,21.07,40.1,1017.37,6.98,
6860,2023/05/18 01:55:35,21.07,40.1,1017.37,6.98,
6861,2023/05/18 02:10:35,21.07,40.1,1017.36,6.98,
6862,2023/05/18 02:25:35,21.05,40.2,1017.32,7.00,
6863,2023/05/18 02:40:35,21.07,40.2,1017.35,7.02,
6864,2023/05/18 02:55:35,21.04,40.2,1017.36,6.99,
6865,2023/05/18 03:10:35,21.04,40.2,1017.32,6.99,
6866,2023/05/18 03:25:35,21.04,40.2,1017.21,6.99,
6867,2023/05/18 03:40:35,21.05,40.2,1017.10,7.00,
6868,2023/05/18 03:55:35,21.04,40.2,1017.04,6.99,
6869,2023/05/18 04:10:35,21.02,40.3,1017.09,7.01,
6870,2023/05/18 04:25:35,21.01,40.3,1017.15,7.00,
6871,2023/05/18 04:40:35,21.02,40.3,1017.23,7.01,
6872,2023/05/18 04:55:35,21.01,40.3,1017.30,7.00,
6873,2023/05/18 05:10:35,21.02,40.3,1017.31,7.01,
6874,2023/05/18 05:25:35,21.01,40.4,1017.25,7.04,
6875,2023/05/18 05:40:35,21.02,40.4,1017.18,7.05,
6876,2023/05/18 05:55:35,21.04,40.4,1017.19,7.07,
6877,2023/05/18 06:10:35,21.08,40.4,1017.36,7.10,
6878,2023/05/18 06:25:35,21.11,40.4,1017.34,7.13,
6879,2023/05/18 06:40:35,21.10,40.4,1017.36,7.12,
6880,2023/05/18 06:55:35,21.08,40.5,1017.26,7.14,
6881,2023/05/18 07:10:35,21.18,40.5,1017.30,7.23,
6882,2023/05/18 07:25:35,21.18,40.5,1017.36,7.23,
6883,2023/05/18 07:40:35,21.11,40.6,1017.40,7.20,
6884,2023/05/18 07:55:35,21.08,40.6,1017.50,7.17,
6885,2023/05/18 08:10:35,21.07,40.6,1017.50,7.16,
6886,2023/05/18 08:25:35,21.02,40.7,1017.57,7.16,
6887,2023/05/18 08:40:35,21.00,40.8,1017.53,7.17,
6888,2023/05/18 08:55:35,20.98,40.8,1017.54,7.16,
6889,2023/05/18 09:10:35,20.95,40.8,1017.45,7.13,
6890,2023/05/18 09:25:35,20.93,40.8,1017.35,7.11,
6891,2023/05/18 09:40:35,20.94,40.9,1017.41,7.16,
6892,2023/05/18 09:55:35,20.93,40.9,1017.35,7.15,
6893,2023/05/18 10:10:35,20.91,40.9,1017.26,7.13,
6894,2023/05/18 10:25:35,20.91,41.0,1017.24,7.16,
6895,2023/05/18 10:40:35,20.90,41.0,1017.11,7.16,
6896,2023/05/18 10:55:35,20.91,41.0,1017.27,7.16,
6897,2023/05/18 11:10:35,20.93,41.0,1017.36,7.18,
6898,2023/05/18 11:25:35,20.93,41.1,1017.38,7.22,
6899,2023/05/18 11:40:35,20.93,41.1,1017.42,7.22,
6900,2023/05/18 11:55:35,20.90,41.1,1017.33,7.19,
6901,2023/05/18 12:10:35,20.93,41.1,1017.32,7.22,
6902,2023/05/18 12:25:35,20.94,41.2,1017.31,7.26,
6903,2023/05/18 12:40:35,20.94,41.2,1017.23,7.26,
6904,2023/05/18 12:55:35,20.97,41.2,1017.18,7.29,
6905,2023/05/18 13:10:35,20.95,41.2,1017.14,7.27,
6906,2023/05/18 13:25:35,20.98,41.3,1017.08,7.33,
6907,2023/05/18 13:40:35,21.00,41.3,1016.97,7.35,
6908,2023/05/18 13:55:35,21.01,41.3,1016.90,7.36,
6909,2023/05/18 14:10:35,21.00,41.3,1016.95,7.35,
6910,2023/05/18 14:25:35,21.04,41.4,1016.97,7.42,
6911,2023/05/18 14:40:35,21.01,41.4,1017.03,7.40,
6912,2023/05/18 14:55:35,21.02,41.4,1017.02,7.41,
6913,2023/05/18 15:10:35,21.00,41.4,1016.97,7.39,
6914,2023/05/18 15:25:35,21.00,41.3,1016.91,7.35,
6915,2023/05/18 15:40:35,20.98,41.3,1016.94,7.33,
6916,2023/05/18 15:55:35,21.00,41.3,1016.93,7.35,
6917,2023/05/18 16:10:35,21.01,41.3,1016.95,7.36,
6918,2023/05/18 16:25:35,20.98,41.3,1017.01,7.33,
6919,2023/05/18 16:40:35,21.02,41.3,1016.95,7.37,
6920,2023/05/18 16:55:35,21.04,41.3,1016.99,7.39,
6921,2023/05/18 17:10:35,21.01,41.3,1016.86,7.36,
6922,2023/05/18 17:25:35,21.05,41.3,1016.92,7.40,
6923,2023/05/18 17:40:35,21.10,41.4,1016.93,7.48,
6924,2023/05/18 17:55:35,21.14,41.4,1016.94,7.51,
6925,2023/05/18 18:10:35,21.18,41.4,1016.84,7.55,
6926,2023/05/18 18:25:35,21.21,41.4,1016.90,7.58,
6927,2023/05/18 18:40:35,21.24,41.4,1016.90,7.60,
6928,2023/05/18 18:55:35,21.27,41.5,1017.09,7.67,
6929,2023/05/18 19:10:35,21.28,41.4,1017.13,7.64,
6930,2023/05/18 19:25:35,21.29,41.5,1017.14,7.68,
6931,2023/05/18 19:40:35,21.32,41.5,1017.27,7.71,
6932,2023/05/18 19:55:35,21.31,41.5,1017.41,7.70,
6933,2023/05/18 20:10:35,21.34,41.5,1017.48,7.73,
6934,2023/05/18 20:25:35,21.35,41.5,1017.59,7.74,
6935,2023/05/18 20:40:35,21.34,41.5,1017.66,7.73,
6936,2023/05/18 20:55:35,21.35,41.5,1017.78,7.74,
6937,2023/05/18 21:10:35,21.37,41.6,1017.76,7.79,
6938,2023/05/18 21:25:35,21.37,41.6,1017.83,7.79,
6939,2023/05/18 21:40:35,21.37,41.6,1017.94,7.79,
6940,2023/05/18 21:55:35,21.38,41.6,1018.01,7.80,
6941,2023/05/18 22:10:35,21.37,41.6,1018.08,7.79,
6942,2023/05/18 22:25:35,21.37,41.6,1018.13,7.79,
6943,2023/05/18 22:40:35,21.37,41.7,1018.21,7.83,
6944,2023/05/18 22:55:35,21.38,41.7,1018.16,7.83,
6945,2023/05/18 23:10:35,21.38,41.7,1018.25,7.83,
6946,2023/05/18 23:25:35,21.38,41.7,1018.14,7.83,
6947,2023/05/18 23:40:35,21.39,41.7,1018.13,7.84,
6948,2023/05/18 23:55:35,21.39,41.8,1018.24,7.88,
6949,2023/05/19 00:10:35,21.37,41.8,1018.25,7.86,
6950,2023/05/19 00:25:35,21.39,41.8,1018.13,7.88,
6951,2023/05/19 00:40:35,21.38,41.8,1018.09,7.87,
6952,2023/05/19 00:55:35,21.41,41.9,1018.21,7.93,
6953,2023/05/19 01:10:35,21.39,41.9,1018.49,7.91,
6954,2023/05/19 01:25:35,21.41,42.0,1018.34,7.97,
6955,2023/05/19 01:40:35,21.41,42.0,1018.46,7.97,
6956,2023/05/19 01:55:35,21.42,42.0,1018.47,7.98,
6957,2023/05/19 02:10:35,21.37,42.1,1018.53,7.97,
6958,2023/05/19 02:25:35,21.39,42.1,1018.54,7.98,
6959,2023/05/19 02:40:35,21.39,42.2,1018.54,8.02,
6960,2023/05/19 02:55:35,21.41,42.2,1018.58,8.04,
6961,2023/05/19 03:10:35,21.38,42.2,1018.73,8.01,
6962,2023/05/19 03:25:35,21.39,42.3,1018.81,8.05,
6963,2023/05/19 03:40:35,21.39,42.4,1018.78,8.09,
6964,2023/05/19 03:55:35,21.37,42.4,1018.73,8.07,
6965,2023/05/19 04:10:35,21.38,42.4,1018.93,8.08,
6966,2023/05/19 04:25:35,21.37,42.5,1019.09,8.11,
6967,2023/05/19 04:40:35,21.37,42.5,1019.15,8.11,
6968,2023/05/19 04:55:35,21.35,42.5,1019.24,8.09,
6969,2023/05/19 05:10:35,21.35,42.5,1019.30,8.09,
6970,2023/05/19 05:25:35,21.37,42.5,1019.31,8.11,
6971,2023/05/19 05:40:35,21.34,42.5,1019.33,8.08,
6972,2023/05/19 05:55:35,21.38,42.5,1019.38,8.11,
6973,2023/05/19 06:10:35,21.38,42.6,1019.37,8.15,
6974,2023/05/19 06:25:35,21.39,42.6,1019.52,8.16,
6975,2023/05/19 06:40:35,21.41,42.6,1019.46,8.18,
6976,2023/05/19 06:55:35,21.45,42.7,1019.58,8.25,
6977,2023/05/19 07:10:35,21.46,42.7,1019.69,8.26,
6978,2023/05/19 07:25:35,21.45,42.7,1019.82,8.25,
6979,2023/05/19 07:40:35,21.38,42.7,1019.78,8.18,
6980,2023/05/19 07:55:35,21.35,42.7,1019.91,8.16,
6981,2023/05/19 08:10:35,21.29,42.7,1019.95,8.10,
6982,2023/05/19 08:25:35,21.27,42.7,1019.87,8.08,
6983,2023/05/19 08:40:35,21.21,42.7,1019.90,8.03,
6984,2023/05/19 08:55:35,21.18,42.7,1019.81,8.00,
6985,2023/05/19 09:10:35,21.16,42.7,1019.74,7.99,
6986,2023/05/19 09:25:35,21.11,42.7,1019.82,7.94,
6987,2023/05/19 09:40:35,21.11,42.7,1019.87,7.94,
6988,2023/05/19 09:55:35,21.07,42.7,1019.96,7.90,
6989,2023/05/19 10:10:35,21.02,42.6,1020.10,7.82,
6990,2023/05/19 10:25:35,21.02,42.6,1020.08,7.82,
6991,2023/05/19 10:40:35,21.01,42.5,1020.11,7.78,
6992,2023/05/19 10:55:35,20.97,42.4,1020.15,7.71,
6993,2023/05/19 11:10:35,20.95,42.4,1020.04,7.69,
6994,2023/05/19 11:25:35,20.93,42.3,1020.02,7.64,
6995,2023/05/19 11:40:35,20.91,42.2,1020.10,7.59,
6996,2023/05/19 11:55:35,20.88,42.1,1020.16,7.52,
6997,2023/05/19 12:10:35,20.91,42.0,1020.16,7.52,
6998,2023/05/19 12:25:35,20.87,42.0,1020.10,7.48,
6999,2023/05/19 12:40:35,20.88,41.9,1020.01,7.46,
7000,2023/05/19 12:55:35,20.90,41.9,1020.07,7.47,
7001,2023/05/19 13:10:35,20.90,41.8,1020.16,7.44,
7002,2023/05/19 13:25:35,20.91,41.7,1020.13,7.41,
7003,2023/05/19 13:40:35,20.93,41.7,1020.10,7.43,
7004,2023/05/19 13:55:35,20.93,41.7,1020.14,7.43,
7005,2023/05/19 14:10:35,20.95,41.7,1020.05,7.45,
7006,2023/05/19 14:25:35,20.94,41.6,1020.04,7.40,
7007,2023/05/19 14:40:35,20.95,41.6,1020.01,7.41,
7008,2023/05/19 14:55:35,20.97,41.5,1020.05,7.39,
7009,2023/05/19 15:10:35,20.97,41.5,1019.99,7.39,
7010,2023/05/19 15:25:35,20.98,41.5,1020.10,7.40,
7011,2023/05/19 15:40:35,21.00,41.5,1019.92,7.42,
7012,2023/05/19 15:55:35,21.02,41.4,1019.87,7.41,
7013,2023/05/19 16:10:35,21.00,41.4,1019.86,7.39,
7014,2023/05/19 16:25:35,21.02,41.4,1019.83,7.41,
7015,2023/05/19 16:40:35,21.02,41.4,1019.77,7.41,
7016,2023/05/19 16:55:35,21.05,41.4,1019.74,7.43,
7017,2023/05/19 17:10:35,21.05,41.3,1019.62,7.40,
7018,2023/05/19 17:25:35,21.13,41.3,1019.71,7.47,
7019,2023/05/19 17:40:35,21.14,41.3,1019.75,7.48,
7020,2023/05/19 17:55:35,21.17,41.3,1019.81,7.50,
7021,2023/05/19 18:10:35,21.21,41.3,1019.88,7.54,
7022,2023/05/19 18:25:35,21.24,41.3,1019.93,7.57,
7023,2023/05/19 18:40:35,21.25,41.3,1019.99,7.58,
7024,2023/05/19 18:55:35,21.29,41.3,1020.05,7.61,
7025,2023/05/19 19:10:35,21.34,41.4,1020.22,7.69,
7026,2023/05/19 19:25:35,21.34,41.3,1020.39,7.66,
7027,2023/05/19 19:40:35,21.35,41.3,1020.39,7.67,
7028,2023/05/19 19:55:35,21.37,41.4,1020.46,7.72,
7029,2023/05/19 20:10:35,21.37,41.4,1020.74,7.72,
7030,2023/05/19 20:25:35,21.39,41.3,1020.87,7.70,
7031,2023/05/19 20:40:35,21.39,41.4,1020.97,7.74,
7032,2023/05/19 20:55:35,21.42,41.4,1021.07,7.76,
7033,2023/05/19 21:10:35,21.41,41.4,1021.16,7.76,
7034,2023/05/19 21:25:35,21.41,41.4,1021.28,7.76,
7035,2023/05/19 21:40:35,21.42,41.4,1021.30,7.76,
7036,2023/05/19 21:55:35,21.42,41.5,1021.35,7.80,
7037,2023/05/19 22:10:35,21.42,41.5,1021.44,7.80,
7038,2023/05/19 22:25:35,21.42,41.5,1021.65,7.80,
7039,2023/05/19 22:40:35,21.42,41.5,1021.71,7.80,
7040,2023/05/19 22:55:35,21.43,41.5,1021.75,7.81,
7041,2023/05/19 23:10:35,21.43,41.5,1021.64,7.81,
7042,2023/05/19 23:25:35,21.42,41.5,1021.55,7.80,
7043,2023/05/19 23:40:35,21.43,41.5,1021.43,7.81,
7044,2023/05/19 23:55:35,21.41,41.6,1021.39,7.83,
7045,2023/05/20 00:10:35,21.42,41.6,1021.71,7.83,
7046,2023/05/20 00:25:35,21.43,41.6,1021.73,7.84,
7047,2023/05/20 00:40:35,21.42,41.6,1021.73,7.83,
7048,2023/05/20 00:55:35,21.43,41.7,1021.64,7.88,
7049,2023/05/20 01:10:35,21.42,41.7,1021.55,7.87,
7050,2023/05/20 01:25:35,21.43,41.7,1021.26,7.88,
7051,2023/05/20 01:40:35,21.42,41.7,1021.23,7.87,
7052,2023/05/20 01:55:35,21.42,41.8,1021.31,7.91,
7053,2023/05/20 02:10:35,21.45,41.9,1021.21,7.97,
7054,2023/05/20 02:25:35,21.42,41.9,1021.24,7.94,
7055,2023/05/20 02:40:35,21.39,41.9,1021.12,7.91,
7056,2023/05/20 02:55:35,21.43,41.9,1021.02,7.95,
7057,2023/05/20 03:10:35,21.42,41.9,1021.07,7.94,
7058,2023/05/20 03:25:35,21.42,42.0,1020.95,7.98,
