File Version,Hardware Type,Model,Data Logger Name,Serial Number,Sample Rate,Total Alarms
1,4,EL-SIE-6+,EasyLog,2460e2015d28c007,900,0,

Channel Number,Channel Name,Channel Type
1,Temperature,1
2,Humidity,2
3,Pressure,3
4,Dew Point,4

Channel Number,Channel Name,Alarm Type,High Threshold,Low Threshold,Delay,Hold

Reading,Date / Time (UTC),Channel 1 (°C),Channel 2 (%RH),Channel 3 (hPA),Channel 4 (°C),
1,2023/03/07 15:10:35,27.28,64.6,989.99,20.03,
2,2023/03/07 15:25:35,23.44,34.3,990.59,6.81,
3,2023/03/07 15:40:35,20.13,33.4,990.63,3.52,
4,2023/03/07 15:55:35,18.63,32.9,990.53,1.99,
5,2023/03/07 16:10:35,17.94,32.5,990.37,1.21,
6,2023/03/07 16:25:35,17.61,32.2,990.29,0.80,
7,2023/03/07 16:40:35,17.41,32.0,990.37,0.54,
8,2023/03/07 16:55:35,17.32,31.9,990.32,0.41,
9,2023/03/07 17:10:35,17.26,31.6,990.32,0.23,
10,2023/03/07 17:25:35,17.20,31.6,990.30,0.18,
11,2023/03/07 17:40:35,17.16,31.4,990.20,0.06,
12,2023/03/07 17:55:35,17.13,31.3,990.23,-0.01,
13,2023/03/07 18:10:35,17.20,31.2,990.21,0.00,
14,2023/03/07 18:25:35,17.40,31.1,990.32,0.13,
15,2023/03/07 18:40:35,17.57,31.0,990.38,0.24,
16,2023/03/07 18:55:35,17.71,31.0,990.45,0.36,
17,2023/03/07 19:10:35,17.81,31.0,990.46,0.45,
18,2023/03/07 19:25:35,17.92,31.0,990.41,0.54,
19,2023/03/07 19:40:35,17.99,31.0,990.36,0.60,
20,2023/03/07 19:55:35,18.09,31.0,990.35,0.69,
21,2023/03/07 20:10:35,18.15,31.0,990.37,0.74,
22,2023/03/07 20:25:35,18.20,31.0,990.30,0.79,
23,2023/03/07 20:40:35,18.25,31.0,990.27,0.83,
24,2023/03/07 20:55:35,18.30,31.0,990.28,0.87,
25,2023/03/07 21:10:35,18.38,31.1,990.22,0.99,
26,2023/03/07 21:25:35,18.41,31.1,990.28,1.01,
27,2023/03/07 21:40:35,18.49,31.2,990.24,1.13,
28,2023/03/07 21:55:35,18.49,31.2,990.21,1.13,
29,2023/03/07 22:10:35,18.54,31.2,990.24,1.17,
30,2023/03/07 22:25:35,18.60,31.3,990.30,1.27,
31,2023/03/07 22:40:35,18.64,31.3,990.16,1.30,
32,2023/03/07 22:55:35,18.70,31.3,990.11,1.35,
33,2023/03/07 23:10:35,18.73,31.4,990.06,1.43,
34,2023/03/07 23:25:35,18.77,31.4,989.97,1.46,
35,2023/03/07 23:40:35,18.83,31.4,989.97,1.51,
36,2023/03/07 23:55:35,18.86,31.5,989.92,1.58,
37,2023/03/08 00:10:35,18.90,31.5,989.75,1.62,
38,2023/03/08 00:25:35,18.91,31.5,989.75,1.63,
39,2023/03/08 00:40:35,18.93,31.5,989.64,1.64,
40,2023/03/08 00:55:35,18.95,31.6,989.62,1.71,
41,2023/03/08 01:10:35,19.00,31.7,989.52,1.79,
42,2023/03/08 01:25:35,18.98,31.6,989.39,1.73,
43,2023/03/08 01:40:35,19.03,31.6,989.32,1.77,
44,2023/03/08 01:55:35,19.04,31.7,989.12,1.83,
45,2023/03/08 02:10:35,19.10,31.7,989.10,1.88,
46,2023/03/08 02:25:35,19.08,31.7,988.92,1.86,
47,2023/03/08 02:40:35,19.13,31.7,988.77,1.91,
48,2023/03/08 02:55:35,19.14,31.7,988.74,1.92,
49,2023/03/08 03:10:35,19.15,31.7,988.51,1.92,
50,2023/03/08 03:25:35,19.18,31.8,988.46,2.00,
51,2023/03/08 03:40:35,19.18,31.7,988.43,1.95,
52,2023/03/08 03:55:35,19.22,31.8,988.41,2.03,
53,2023/03/08 04:10:35,19.27,31.8,988.40,2.07,
54,2023/03/08 04:25:35,19.27,31.8,988.25,2.07,
55,2023/03/08 04:40:35,19.27,31.8,988.06,2.07,
56,2023/03/08 04:55:35,19.28,31.8,987.98,2.08,
57,2023/03/08 05:10:35,19.30,31.8,987.98,2.10,
58,2023/03/08 05:25:35,19.31,31.8,988.08,2.11,
59,2023/03/08 05:40:35,19.31,31.9,988.00,2.15,
60,2023/03/08 05:55:35,19.31,31.9,987.97,2.15,
61,2023/03/08 06:10:35,19.34,31.9,987.98,2.18,
62,2023/03/08 06:25:35,19.35,31.9,987.94,2.19,
63,2023/03/08 06:40:35,19.37,32.0,988.04,2.25,
64,2023/03/08 06:55:35,19.37,32.1,988.02,2.29,
65,2023/03/08 07:10:35,19.39,32.1,988.06,2.31,
66,2023/03/08 07:25:35,19.39,32.1,988.10,2.31,
67,2023/03/08 07:40:35,19.37,32.1,988.01,2.29,
68,2023/03/08 07:55:35,19.38,32.1,988.03,2.30,
69,2023/03/08 08:10:35,19.38,32.1,988.11,2.30,
70,2023/03/08 08:25:35,19.11,32.0,988.18,2.02,
71,2023/03/08 08:40:35,18.83,32.0,988.26,1.78,
72,2023/03/08 08:55:35,18.57,31.9,988.19,1.51,
73,2023/03/08 09:10:35,18.38,31.8,988.21,1.30,
74,2023/03/08 09:25:35,18.32,31.7,988.28,1.20,
75,2023/03/08 09:40:35,18.20,31.6,988.26,1.05,
76,2023/03/08 09:55:35,18.14,31.5,988.33,0.95,
77,2023/03/08 10:10:35,18.08,31.5,988.37,0.90,
78,2023/03/08 10:25:35,18.04,31.4,988.36,0.82,
79,2023/03/08 10:40:35,17.98,31.4,988.23,0.77,
80,2023/03/08 10:55:35,17.92,31.4,988.22,0.72,
81,2023/03/08 11:10:35,17.88,31.3,988.18,0.64,
82,2023/03/08 11:25:35,17.81,31.3,988.18,0.58,
83,2023/03/08 11:40:35,17.75,31.2,988.10,0.48,
84,2023/03/08 11:55:35,17.71,31.2,988.08,0.45,
85,2023/03/08 12:10:35,17.74,31.1,988.03,0.43,
86,2023/03/08 12:25:35,17.85,31.1,988.03,0.52,
87,2023/03/08 12:40:35,17.78,31.1,988.04,0.46,
88,2023/03/08 12:55:35,17.74,31.0,988.03,0.38,
89,2023/03/08 13:10:35,17.69,31.0,988.01,0.34,
90,2023/03/08 13:25:35,17.78,31.0,988.02,0.42,
91,2023/03/08 13:40:35,17.94,30.9,987.87,0.51,
92,2023/03/08 13:55:35,18.05,31.0,987.82,0.65,
93,2023/03/08 14:10:35,18.14,31.0,987.72,0.73,
94,2023/03/08 14:25:35,18.22,30.9,987.57,0.76,
95,2023/03/08 14:40:35,18.19,30.9,987.51,0.73,
96,2023/03/08 14:55:35,18.01,30.9,987.48,0.57,
97,2023/03/08 15:10:35,17.86,30.9,987.39,0.44,
98,2023/03/08 15:25:35,17.75,30.9,987.33,0.35,
99,2023/03/08 15:40:35,17.69,30.9,987.29,0.30,
100,2023/03/08 15:55:35,17.61,30.9,987.32,0.23,
101,2023/03/08 16:10:35,17.54,30.9,987.31,0.17,
102,2023/03/08 16:25:35,17.47,30.8,987.20,0.06,
103,2023/03/08 16:40:35,17.42,30.8,987.22,0.02,
104,2023/03/08 16:55:35,17.37,30.8,987.28,-0.03,
105,2023/03/08 17:10:35,17.34,30.8,987.39,-0.05,
106,2023/03/08 17:25:35,17.32,30.8,987.43,-0.07,
107,2023/03/08 17:40:35,17.26,30.9,987.59,-0.08,
108,2023/03/08 17:55:35,17.18,30.9,987.69,-0.15,
109,2023/03/08 18:10:35,17.31,30.9,987.77,-0.04,
110,2023/03/08 18:25:35,17.54,30.9,987.82,0.17,
111,2023/03/08 18:40:35,17.75,30.9,988.01,0.35,
112,2023/03/08 18:55:35,17.92,31.0,988.08,0.54,
113,2023/03/08 19:10:35,18.04,31.0,988.12,0.65,
114,2023/03/08 19:25:35,18.14,31.0,988.08,0.73,
115,2023/03/08 19:40:35,18.23,31.1,988.22,0.85,
116,2023/03/08 19:55:35,18.30,31.1,988.34,0.92,
117,2023/03/08 20:10:35,18.39,31.1,988.47,0.99,
118,2023/03/08 20:25:35,18.43,31.1,988.57,1.03,
119,2023/03/08 20:40:35,18.50,31.2,988.63,1.14,
120,2023/03/08 20:55:35,18.54,31.2,988.72,1.17,
121,2023/03/08 21:10:35,18.61,31.3,988.77,1.28,
122,2023/03/08 21:25:35,18.69,31.3,988.98,1.35,
123,2023/03/08 21:40:35,18.74,31.4,989.14,1.43,
124,2023/03/08 21:55:35,18.79,31.4,989.07,1.48,
125,2023/03/08 22:10:35,18.83,31.4,989.02,1.51,
126,2023/03/08 22:25:35,18.89,31.5,989.08,1.61,
127,2023/03/08 22:40:35,18.95,31.6,989.09,1.71,
128,2023/03/08 22:55:35,18.97,31.6,989.20,1.72,
129,2023/03/08 23:10:35,19.00,31.7,989.11,1.79,
130,2023/03/08 23:25:35,19.05,31.7,989.07,1.84,
131,2023/03/08 23:40:35,19.07,31.8,989.23,1.90,
132,2023/03/08 23:55:35,19.08,31.8,989.35,1.91,
133,2023/03/09 00:10:35,19.11,31.9,989.42,1.98,
134,2023/03/09 00:25:35,19.15,31.9,989.58,2.01,
135,2023/03/09 00:40:35,19.17,32.0,989.54,2.07,
136,2023/03/09 00:55:35,19.18,32.0,989.68,2.08,
137,2023/03/09 01:10:35,19.20,32.1,989.53,2.14,
138,2023/03/09 01:25:35,19.25,32.2,989.65,2.23,
139,2023/03/09 01:40:35,19.28,32.3,989.72,2.30,
140,2023/03/09 01:55:35,19.30,32.3,989.86,2.32,
141,2023/03/09 02:10:35,19.33,32.4,989.83,2.39,
142,2023/03/09 02:25:35,19.34,32.5,989.76,2.44,
143,2023/03/09 02:40:35,19.38,32.6,989.70,2.52,
144,2023/03/09 02:55:35,19.39,32.7,989.65,2.57,
145,2023/03/09 03:10:35,19.42,32.7,989.78,2.60,
146,2023/03/09 03:25:35,19.42,32.8,989.77,2.64,
147,2023/03/09 03:40:35,19.47,32.9,989.85,2.73,
148,2023/03/09 03:55:35,19.47,33.0,989.78,2.77,
149,2023/03/09 04:10:35,19.49,33.0,989.87,2.79,
150,2023/03/09 04:25:35,19.51,33.1,989.87,2.85,
151,2023/03/09 04:40:35,19.52,33.1,989.87,2.86,
152,2023/03/09 04:55:35,19.55,33.2,990.00,2.92,
153,2023/03/09 05:10:35,19.54,33.3,989.93,2.96,
154,2023/03/09 05:25:35,19.57,33.3,989.91,2.98,
155,2023/03/09 05:40:35,19.58,33.3,989.95,2.99,
156,2023/03/09 05:55:35,19.61,33.4,989.95,3.06,
157,2023/03/09 06:10:35,19.59,33.5,990.06,3.09,
158,2023/03/09 06:25:35,19.61,33.5,990.00,3.10,
159,2023/03/09 06:40:35,19.62,33.6,990.10,3.15,
160,2023/03/09 06:55:35,19.61,33.6,990.22,3.15,
161,2023/03/09 07:10:35,19.65,33.7,990.14,3.22,
162,2023/03/09 07:25:35,19.65,33.7,990.13,3.22,
163,2023/03/09 07:40:35,19.66,33.7,990.17,3.23,
164,2023/03/09 07:55:35,19.65,33.7,990.24,3.22,
165,2023/03/09 08:10:35,19.68,33.8,990.38,3.29,
166,2023/03/09 08:25:35,19.42,33.7,990.44,3.02,
167,2023/03/09 08:40:35,19.20,33.7,990.29,2.83,
168,2023/03/09 08:55:35,18.98,33.5,990.34,2.55,
169,2023/03/09 09:10:35,18.81,33.5,990.36,2.40,
170,2023/03/09 09:25:35,18.67,33.4,990.33,2.24,
171,2023/03/09 09:40:35,18.57,33.3,990.45,2.11,
172,2023/03/09 09:55:35,18.47,33.3,990.36,2.02,
173,2023/03/09 10:10:35,18.40,33.2,990.38,1.92,
174,2023/03/09 10:25:35,18.32,33.2,990.29,1.84,
175,2023/03/09 10:40:35,18.23,33.2,990.26,1.77,
176,2023/03/09 10:55:35,18.15,33.1,990.34,1.65,
177,2023/03/09 11:10:35,18.14,33.1,990.30,1.65,
178,2023/03/09 11:25:35,18.06,33.0,990.31,1.53,
179,2023/03/09 11:40:35,18.02,32.9,990.19,1.46,
180,2023/03/09 11:55:35,17.96,33.0,990.27,1.45,
181,2023/03/09 12:10:35,17.96,32.9,990.28,1.40,
182,2023/03/09 12:25:35,17.92,32.8,990.16,1.32,
183,2023/03/09 12:40:35,17.89,32.8,990.01,1.30,
184,2023/03/09 12:55:35,17.85,32.7,989.94,1.22,
185,2023/03/09 13:10:35,17.81,32.7,989.83,1.19,
186,2023/03/09 13:25:35,17.78,32.6,989.73,1.12,
187,2023/03/09 13:40:35,17.75,32.6,989.57,1.09,
188,2023/03/09 13:55:35,17.74,32.6,989.51,1.08,
189,2023/03/09 14:10:35,17.71,32.5,989.32,1.01,
190,2023/03/09 14:25:35,17.68,32.5,989.24,0.99,
191,2023/03/09 14:40:35,17.64,32.4,989.13,0.91,
192,2023/03/09 14:55:35,17.62,32.3,989.11,0.85,
193,2023/03/09 15:10:35,17.59,32.4,988.82,0.86,
194,2023/03/09 15:25:35,17.58,32.3,988.87,0.81,
195,2023/03/09 15:40:35,17.55,32.3,988.72,0.79,
196,2023/03/09 15:55:35,17.55,32.3,988.63,0.79,
197,2023/03/09 16:10:35,17.51,32.2,988.52,0.71,
198,2023/03/09 16:25:35,17.45,32.2,988.41,0.66,
199,2023/03/09 16:40:35,17.45,32.1,988.42,0.61,
200,2023/03/09 16:55:35,17.44,32.1,988.37,0.60,
201,2023/03/09 17:10:35,17.38,32.0,988.39,0.51,
202,2023/03/09 17:25:35,17.38,32.0,988.41,0.51,
203,2023/03/09 17:40:35,17.37,31.9,988.41,0.46,
204,2023/03/09 17:55:35,17.34,31.9,988.39,0.43,
205,2023/03/09 18:10:35,17.45,31.9,988.20,0.53,
206,2023/03/09 18:25:35,17.69,31.9,988.17,0.74,
207,2023/03/09 18:40:35,17.91,32.0,988.15,0.97,
208,2023/03/09 18:55:35,18.05,32.0,988.24,1.09,
209,2023/03/09 19:10:35,18.18,32.0,988.53,1.21,
210,2023/03/09 19:25:35,18.28,32.0,988.47,1.30,
211,2023/03/09 19:40:35,18.38,32.0,988.44,1.38,
212,2023/03/09 19:55:35,18.46,32.0,988.44,1.45,
213,2023/03/09 20:10:35,18.49,32.0,988.54,1.48,
214,2023/03/09 20:25:35,18.56,32.0,988.46,1.54,
215,2023/03/09 20:40:35,18.63,32.0,988.39,1.60,
216,2023/03/09 20:55:35,18.71,32.0,988.47,1.67,
217,2023/03/09 21:10:35,18.76,32.0,988.41,1.72,
218,2023/03/09 21:25:35,18.81,32.0,988.47,1.76,
219,2023/03/09 21:40:35,18.89,32.0,988.47,1.83,
220,2023/03/09 21:55:35,18.90,32.0,988.48,1.84,
221,2023/03/09 22:10:35,18.95,32.0,988.47,1.88,
222,2023/03/09 22:25:35,18.97,32.0,988.59,1.90,
223,2023/03/09 22:40:35,19.00,32.1,988.68,1.97,
224,2023/03/09 22:55:35,19.07,32.1,988.83,2.03,
225,2023/03/09 23:10:35,19.10,32.1,988.80,2.06,
226,2023/03/09 23:25:35,19.13,32.1,988.84,2.08,
227,2023/03/09 23:40:35,19.14,32.1,989.18,2.09,
228,2023/03/09 23:55:35,19.17,32.1,989.15,2.12,
229,2023/03/10 00:10:35,19.20,32.1,989.24,2.14,
230,2023/03/10 00:25:35,19.24,32.1,989.27,2.18,
231,2023/03/10 00:40:35,19.28,32.1,989.27,2.21,
232,2023/03/10 00:55:35,19.31,32.1,989.37,2.24,
233,2023/03/10 01:10:35,19.34,32.1,989.58,2.27,
234,2023/03/10 01:25:35,19.35,32.2,989.85,2.32,
235,2023/03/10 01:40:35,19.39,32.1,990.05,2.31,
236,2023/03/10 01:55:35,19.41,32.1,990.20,2.33,
237,2023/03/10 02:10:35,19.45,32.2,990.26,2.41,
238,2023/03/10 02:25:35,19.47,32.2,990.37,2.42,
239,2023/03/10 02:40:35,19.49,32.2,990.49,2.44,
240,2023/03/10 02:55:35,19.54,32.2,990.65,2.48,
241,2023/03/10 03:10:35,19.55,32.2,990.77,2.49,
242,2023/03/10 03:25:35,19.55,32.2,990.85,2.49,
243,2023/03/10 03:40:35,19.58,32.2,991.00,2.52,
244,2023/03/10 03:55:35,19.58,32.2,991.22,2.52,
245,2023/03/10 04:10:35,19.61,32.2,991.51,2.55,
246,2023/03/10 04:25:35,19.61,32.2,991.70,2.55,
247,2023/03/10 04:40:35,19.65,32.2,991.96,2.58,
248,2023/03/10 04:55:35,19.66,32.2,992.09,2.59,
249,2023/03/10 05:10:35,19.68,32.2,992.18,2.61,
250,2023/03/10 05:25:35,19.69,32.2,992.37,2.62,
251,2023/03/10 05:40:35,19.72,32.3,992.61,2.69,
252,2023/03/10 05:55:35,19.73,32.2,992.99,2.65,
253,2023/03/10 06:10:35,19.75,32.2,993.20,2.67,
254,2023/03/10 06:25:35,19.79,32.2,993.36,2.70,
255,2023/03/10 06:40:35,19.78,32.2,993.36,2.69,
256,2023/03/10 06:55:35,19.79,32.2,993.60,2.70,
257,2023/03/10 07:10:35,19.78,32.2,993.85,2.69,
258,2023/03/10 07:25:35,19.79,32.2,994.07,2.70,
259,2023/03/10 07:40:35,19.80,32.3,994.34,2.76,
260,2023/03/10 07:55:35,19.85,32.2,994.61,2.76,
261,2023/03/10 08:10:35,19.86,32.2,994.88,2.77,
262,2023/03/10 08:25:35,19.62,32.2,995.05,2.56,
263,2023/03/10 08:40:35,19.35,32.1,995.20,2.27,
264,2023/03/10 08:55:35,19.11,32.0,995.48,2.02,
265,2023/03/10 09:10:35,18.94,31.9,995.64,1.83,
266,2023/03/10 09:25:35,18.77,31.8,995.73,1.64,
267,2023/03/10 09:40:35,18.63,31.7,995.98,1.47,
268,2023/03/10 09:55:35,18.54,31.6,996.22,1.35,
269,2023/03/10 10:10:35,18.49,31.6,996.05,1.30,
270,2023/03/10 10:25:35,18.43,31.5,996.40,1.21,
271,2023/03/10 10:40:35,18.36,31.4,996.45,1.10,
272,2023/03/10 10:55:35,18.30,31.3,996.47,1.00,
273,2023/03/10 11:10:35,18.25,31.3,996.55,0.96,
274,2023/03/10 11:25:35,18.22,31.2,996.49,0.89,
275,2023/03/10 11:40:35,18.16,31.1,996.55,0.79,
276,2023/03/10 11:55:35,18.12,31.1,996.41,0.76,
277,2023/03/10 12:10:35,18.08,31.0,996.58,0.68,
278,2023/03/10 12:25:35,18.08,30.9,996.61,0.64,
279,2023/03/10 12:40:35,18.02,30.8,996.65,0.54,
280,2023/03/10 12:55:35,17.99,30.7,996.78,0.47,
281,2023/03/10 13:10:35,17.98,30.6,996.95,0.41,
282,2023/03/10 13:25:35,17.96,30.5,996.97,0.35,
283,2023/03/10 13:40:35,17.94,30.4,996.90,0.29,
284,2023/03/10 13:55:35,17.91,30.3,996.77,0.22,
285,2023/03/10 14:10:35,17.89,30.2,996.78,0.15,
286,2023/03/10 14:25:35,17.88,30.2,996.81,0.14,
287,2023/03/10 14:40:35,17.86,30.0,996.81,0.04,
288,2023/03/10 14:55:35,17.88,30.0,996.76,0.05,
289,2023/03/10 15:10:35,17.86,29.9,996.70,-0.01,
290,2023/03/10 15:25:35,17.84,29.8,996.60,-0.07,
291,2023/03/10 15:40:35,17.81,29.6,996.51,-0.19,
292,2023/03/10 15:55:35,17.81,29.5,996.42,-0.24,
293,2023/03/10 16:10:35,17.79,29.5,996.41,-0.26,
294,2023/03/10 16:25:35,17.75,29.3,996.35,-0.39,
295,2023/03/10 16:40:35,17.74,29.2,996.44,-0.44,
296,2023/03/10 16:55:35,17.71,29.1,996.54,-0.51,
297,2023/03/10 17:10:35,17.72,29.0,996.54,-0.55,
298,2023/03/10 17:25:35,17.65,28.9,996.62,-0.66,
299,2023/03/10 17:40:35,17.65,28.9,996.77,-0.66,
300,2023/03/10 17:55:35,17.64,28.8,996.90,-0.72,
301,2023/03/10 18:10:35,17.75,28.8,997.02,-0.62,
302,2023/03/10 18:25:35,17.98,28.8,997.17,-0.42,
303,2023/03/10 18:40:35,18.18,28.7,997.32,-0.30,
304,2023/03/10 18:55:35,18.30,28.7,997.39,-0.19,
305,2023/03/10 19:10:35,18.41,28.7,997.45,-0.10,
306,2023/03/10 19:25:35,18.50,28.7,997.51,-0.02,
307,2023/03/10 19:40:35,18.59,28.8,997.64,0.10,
308,2023/03/10 19:55:35,18.69,28.8,997.72,0.19,
309,2023/03/10 20:10:35,18.76,28.8,997.72,0.25,
310,2023/03/10 20:25:35,18.83,28.8,997.72,0.31,
311,2023/03/10 20:40:35,18.90,28.8,997.72,0.37,
312,2023/03/10 20:55:35,18.94,28.8,997.75,0.41,
313,2023/03/10 21:10:35,19.00,28.9,997.81,0.51,
314,2023/03/10 21:25:35,19.04,28.9,997.83,0.54,
315,2023/03/10 21:40:35,19.05,28.9,997.93,0.55,
316,2023/03/10 21:55:35,19.07,28.9,997.99,0.57,
317,2023/03/10 22:10:35,19.10,28.9,998.16,0.59,
318,2023/03/10 22:25:35,19.11,28.9,998.20,0.60,
319,2023/03/10 22:40:35,19.15,29.0,998.37,0.68,
320,2023/03/10 22:55:35,19.14,29.0,998.28,0.68,
321,2023/03/10 23:10:35,19.17,29.0,998.33,0.70,
322,2023/03/10 23:25:35,19.21,29.1,998.31,0.78,
323,2023/03/10 23:40:35,19.24,29.1,998.39,0.81,
324,2023/03/10 23:55:35,19.30,29.1,998.35,0.86,
325,2023/03/11 00:10:35,19.33,29.1,998.44,0.89,
326,2023/03/11 00:25:35,19.34,29.2,998.46,0.94,
327,2023/03/11 00:40:35,19.38,29.2,998.54,0.98,
328,2023/03/11 00:55:35,19.41,29.2,998.62,1.00,
329,2023/03/11 01:10:35,19.44,29.2,998.67,1.03,
330,2023/03/11 01:25:35,19.49,29.2,998.65,1.07,
331,2023/03/11 01:40:35,19.52,29.2,998.79,1.10,
332,2023/03/11 01:55:35,19.52,29.3,998.77,1.15,
333,2023/03/11 02:10:35,19.57,29.3,998.65,1.19,
334,2023/03/11 02:25:35,19.61,29.4,998.65,1.27,
335,2023/03/11 02:40:35,19.64,29.4,998.62,1.30,
336,2023/03/11 02:55:35,19.69,29.5,998.59,1.39,
337,2023/03/11 03:10:35,19.69,29.5,998.66,1.39,
338,2023/03/11 03:25:35,19.70,29.6,998.66,1.44,
339,2023/03/11 03:40:35,19.73,29.7,998.76,1.52,
340,2023/03/11 03:55:35,19.76,29.7,998.77,1.54,
341,2023/03/11 04:10:35,19.79,29.7,998.94,1.57,
342,2023/03/11 04:25:35,19.82,29.8,999.01,1.64,
343,2023/03/11 04:40:35,19.83,29.9,999.06,1.70,
344,2023/03/11 04:55:35,19.88,29.9,999.12,1.74,
345,2023/03/11 05:10:35,19.92,30.0,999.20,1.82,
346,2023/03/11 05:25:35,19.88,30.0,999.23,1.79,
347,2023/03/11 05:40:35,19.93,30.1,999.28,1.88,
348,2023/03/11 05:55:35,19.95,30.1,999.37,1.90,
349,2023/03/11 06:10:35,19.96,30.2,999.35,1.95,
350,2023/03/11 06:25:35,19.98,30.3,999.38,2.01,
351,2023/03/11 06:40:35,20.00,30.4,999.49,2.08,
352,2023/03/11 06:55:35,20.03,30.5,999.62,2.15,
353,2023/03/11 07:10:35,20.02,30.6,999.72,2.19,
354,2023/03/11 07:25:35,20.02,30.6,999.72,2.19,
355,2023/03/11 07:40:35,20.06,30.7,999.66,2.27,
356,2023/03/11 07:55:35,20.06,30.8,999.75,2.31,
357,2023/03/11 08:10:35,20.10,30.9,999.91,2.39,
358,2023/03/11 08:25:35,19.85,30.8,1000.04,2.13,
359,2023/03/11 08:40:35,19.58,30.7,1000.04,1.85,
360,2023/03/11 08:55:35,19.35,30.7,1000.13,1.65,
361,2023/03/11 09:10:35,19.20,30.7,1000.05,1.52,
362,2023/03/11 09:25:35,19.07,30.6,1000.04,1.36,
363,2023/03/11 09:40:35,18.98,30.6,1000.02,1.28,
364,2023/03/11 09:55:35,18.90,30.5,999.97,1.17,
365,2023/03/11 10:10:35,18.80,30.5,999.90,1.08,
366,2023/03/11 10:25:35,18.76,30.5,999.95,1.05,
367,2023/03/11 10:40:35,18.70,30.4,999.96,0.95,
368,2023/03/11 10:55:35,18.64,30.4,1000.00,0.90,
369,2023/03/11 11:10:35,18.59,30.3,999.87,0.81,
370,2023/03/11 11:25:35,18.56,30.3,999.82,0.78,
371,2023/03/11 11:40:35,18.53,30.3,999.73,0.76,
372,2023/03/11 11:55:35,18.49,30.2,999.66,0.67,
373,2023/03/11 12:10:35,18.44,30.2,999.61,0.63,
374,2023/03/11 12:25:35,18.43,30.2,999.45,0.62,
375,2023/03/11 12:40:35,18.40,30.2,999.47,0.60,
376,2023/03/11 12:55:35,18.38,30.2,999.38,0.58,
377,2023/03/11 13:10:35,18.35,30.2,999.21,0.55,
378,2023/03/11 13:25:35,18.30,30.1,999.10,0.46,
379,2023/03/11 13:40:35,18.26,30.1,998.88,0.43,
380,2023/03/11 13:55:35,18.26,30.0,998.77,0.38,
381,2023/03/11 14:10:35,18.28,30.0,998.65,0.40,
382,2023/03/11 14:25:35,18.25,30.0,998.51,0.37,
383,2023/03/11 14:40:35,18.25,30.0,998.36,0.37,
384,2023/03/11 14:55:35,18.26,30.0,998.21,0.38,
385,2023/03/11 15:10:35,18.23,30.0,998.05,0.36,
386,2023/03/11 15:25:35,18.25,29.9,997.89,0.33,
387,2023/03/11 15:40:35,18.22,29.9,997.74,0.30,
388,2023/03/11 15:55:35,18.20,30.0,997.61,0.33,
389,2023/03/11 16:10:35,18.19,30.0,997.41,0.32,
390,2023/03/11 16:25:35,18.18,29.9,997.26,0.27,
391,2023/03/11 16:40:35,18.14,29.9,997.19,0.23,
392,2023/03/11 16:55:35,18.12,29.9,997.18,0.21,
393,2023/03/11 17:10:35,18.14,30.0,997.15,0.28,
394,2023/03/11 17:25:35,18.08,29.9,997.09,0.18,
395,2023/03/11 17:40:35,18.05,30.0,996.94,0.20,
396,2023/03/11 17:55:35,18.02,29.9,996.74,0.13,
397,2023/03/11 18:10:35,18.15,30.0,996.64,0.29,
398,2023/03/11 18:25:35,18.39,30.0,996.64,0.49,
399,2023/03/11 18:40:35,18.56,30.0,996.44,0.64,
400,2023/03/11 18:55:35,18.70,30.0,996.17,0.76,
401,2023/03/11 19:10:35,18.79,30.1,996.08,0.89,
402,2023/03/11 19:25:35,18.90,30.0,995.97,0.94,
403,2023/03/11 19:40:35,18.97,30.1,995.56,1.04,
404,2023/03/11 19:55:35,19.03,30.1,995.55,1.10,
405,2023/03/11 20:10:35,19.08,30.1,995.49,1.14,
406,2023/03/11 20:25:35,19.14,30.1,995.32,1.19,
407,2023/03/11 20:40:35,19.15,30.1,995.03,1.20,
408,2023/03/11 20:55:35,19.21,30.1,994.93,1.25,
409,2023/03/11 21:10:35,19.25,30.1,994.77,1.29,
410,2023/03/11 21:25:35,19.28,30.1,994.69,1.31,
411,2023/03/11 21:40:35,19.28,30.2,994.34,1.36,
412,2023/03/11 21:55:35,19.34,30.2,993.92,1.41,
413,2023/03/11 22:10:35,19.34,30.2,993.63,1.41,
414,2023/03/11 22:25:35,19.34,30.3,993.26,1.46,
415,2023/03/11 22:40:35,19.41,30.2,993.19,1.47,
416,2023/03/11 22:55:35,19.42,30.3,993.19,1.53,
417,2023/03/11 23:10:35,19.45,30.3,993.05,1.55,
418,2023/03/11 23:25:35,19.48,30.3,992.54,1.58,
419,2023/03/11 23:40:35,19.52,30.3,992.10,1.61,
420,2023/03/11 23:55:35,19.55,30.4,991.83,1.69,
421,2023/03/12 00:10:35,19.58,30.3,991.49,1.67,
422,2023/03/12 00:25:35,19.58,30.4,991.19,1.71,
423,2023/03/12 00:40:35,19.59,30.4,990.93,1.72,
424,2023/03/12 00:55:35,19.62,30.4,990.64,1.75,
425,2023/03/12 01:10:35,19.66,30.5,990.28,1.83,
426,2023/03/12 01:25:35,19.66,30.5,990.00,1.83,
427,2023/03/12 01:40:35,19.68,30.4,989.85,1.80,
428,2023/03/12 01:55:35,19.73,30.5,989.56,1.89,
429,2023/03/12 02:10:35,19.76,30.5,989.33,1.92,
